year,search term,sentence,score
2014,Apitutude|Discretionary,"piggyondemove wrote:  There will be 2 parts to the interview. First off is a written test in some meeting room. There were 11 others with me as well. So we were given a passage and 2 5-marks questions, with 30 minutes to complete the test. I would suggest you manage the time well, 10 min for reading, 10 min for each question. I don't think they'll be using the same passage, perhaps you can tell me your topic after your interview.  My passage was an extract from this rather 'ancient' philosopher's book. About 1.5 pages long with word size of probably 10. The 2 questions are based on the passage, somewhat like GP's comprehension; 1 question asking about the explanation of the content , the other asking for summary of arguments made by the author. I did manage to see how much my peers wrote, and to my horror, many of them wrote at least 1 page for each question. I just answered straight to the point with as much detailed and concise elaborations (probably barely half a page). So if you have the same worry as me, just remember that quality can definitely make up for quantity. At least I know that if I had written 1 page long, my answer will probably be worse off >.< No time for flowery language honestly. Second part was the actual interview by professors. It's a 1-1 interview in the prof's office. As there were 12 of us with 3 profs, they split us up into 3 groups. Most probably in alphabetical order. My name starts with 'A', so I was interviewed first in my group. 3 interviews were carried out simultaneously in various offices. There isn't a time limit per se, so I guess you could ramble on for as long as you prefer. During the interview, my interviewer ran through the process with me first. 3 main questions. 1. Something more academic, based on the written test. So it was like a chance to elaborate on what you've missed out, or for you to clarify on certain thoughts. No hard and fast rule with this. 2. Based on philosophy's fields of study, talk about what interests you in Philo. (It's basically why you chose Philosophy).  3. Elaborate on CCAs, what made you who you are, what changed your beliefs, any turning points in life etc (that kind of questions). Do take note though, the interviewer may refer (many times) to your application, be it choice of courses, CCA, results and what you wrote for discretionary etc. As for my interviewer, it seemed like he took a good look at the hardcopy of my application. Thank goodness I remembered the details of it.  Also, he actually made it very obvious that he's jotting down pointers of what you say from first question onwards, and he will write things that impresses him as you speak. So feel free to share your glorious history with your interviewer (of course it has to have some link with his main questions). Lastly, the interviewer will ask you if you have any queries. Ask something sensible and pertaining to philosophy or the school's pedagogy. You can PM me if you want to know what I asked. The interview process was a rather enjoyable one, semi-formal? We had a nice chat on some aspects of philosophy that I was interested in; and there's really nothing wrong if you're not sure on how to answer the questions. Just make a deliberate pause, at least to look like you're thinking through your answer, and do answer as logically as possible. Fact is, philosophy is based on logic.  Some tips for preparations: 1. Look up some of the famous philosophers and their background. You might kena one of them for your passage. 2. Look through the curriculum, and decide what you're interested in. Wiki is your best friend if you need explanations on the concepts. 3. Be honest with your background, but speak smartly and emphasize on your strengths. They just want to know you better. Best of luck for your interview tomorrow. PM me if you need anything else. Don't worry, the profs are really friendly. I heard much laughter coming from the other 2 rooms while I was in the interview. Hi! The written test was really challenging, it was about Rene. Everything was as expected for the interview portion, thank you so much for your help! I am not sure if I will be able to get in but thanks once again.",13.26624632678971
2014,Apitutude|Discretionary,"singsongsing123 wrote:  Hi, I am attending philo interview tmr. Could you share with me how the interview process will be like? There will be 2 parts to the interview. First off is a written test in some meeting room. There were 11 others with me as well. So we were given a passage and 2 5-marks questions, with 30 minutes to complete the test. I would suggest you manage the time well, 10 min for reading, 10 min for each question. I don't think they'll be using the same passage, perhaps you can tell me your topic after your interview.  My passage was an extract from this rather 'ancient' philosopher's book. About 1.5 pages long with word size of probably 10. The 2 questions are based on the passage, somewhat like GP's comprehension; 1 question asking about the explanation of the content , the other asking for summary of arguments made by the author. I did manage to see how much my peers wrote, and to my horror, many of them wrote at least 1 page for each question. I just answered straight to the point with as much detailed and concise elaborations (probably barely half a page). So if you have the same worry as me, just remember that quality can definitely make up for quantity. At least I know that if I had written 1 page long, my answer will probably be worse off >.< No time for flowery language honestly. Second part was the actual interview by professors. It's a 1-1 interview in the prof's office. As there were 12 of us with 3 profs, they split us up into 3 groups. Most probably in alphabetical order. My name starts with 'A', so I was interviewed first in my group. 3 interviews were carried out simultaneously in various offices. There isn't a time limit per se, so I guess you could ramble on for as long as you prefer. During the interview, my interviewer ran through the process with me first. 3 main questions. 1. Something more academic, based on the written test. So it was like a chance to elaborate on what you've missed out, or for you to clarify on certain thoughts. No hard and fast rule with this. 2. Based on philosophy's fields of study, talk about what interests you in Philo. (It's basically why you chose Philosophy).  3. Elaborate on CCAs, what made you who you are, what changed your beliefs, any turning points in life etc (that kind of questions). Do take note though, the interviewer may refer (many times) to your application, be it choice of courses, CCA, results and what you wrote for discretionary etc. As for my interviewer, it seemed like he took a good look at the hardcopy of my application. Thank goodness I remembered the details of it.  Also, he actually made it very obvious that he's jotting down pointers of what you say from first question onwards, and he will write things that impresses him as you speak. So feel free to share your glorious history with your interviewer (of course it has to have some link with his main questions). Lastly, the interviewer will ask you if you have any queries. Ask something sensible and pertaining to philosophy or the school's pedagogy. You can PM me if you want to know what I asked. The interview process was a rather enjoyable one, semi-formal? We had a nice chat on some aspects of philosophy that I was interested in; and there's really nothing wrong if you're not sure on how to answer the questions. Just make a deliberate pause, at least to look like you're thinking through your answer, and do answer as logically as possible. Fact is, philosophy is based on logic.  Some tips for preparations: 1. Look up some of the famous philosophers and their background. You might kena one of them for your passage. 2. Look through the curriculum, and decide what you're interested in. Wiki is your best friend if you need explanations on the concepts. 3. Be honest with your background, but speak smartly and emphasize on your strengths. They just want to know you better. Best of luck for your interview tomorrow. PM me if you need anything else. Don't worry, the profs are really friendly. I heard much laughter coming from the other 2 rooms while I was in the interview.",13.109605145804613
2014,Apitutude|Discretionary,"CaiHongRainx wrote:  Hi guys, I'm a JC student. Grades H2/H1 ABB/BBC, UAS 80 w/o MT. I applied to NUS Computer Science. I thought with my grades it shouldn't be a problem, but then I'm called up for a discretionary admission interview. It came quite unexpected. Does anyonw knows what's the interview is going to be like? Surprising eh. I was 77.5 got in no prob. 2 years back though haha",6.107315932869012
2014,Apitutude|Discretionary,"CaiHongRainx wrote:  Hi guys, I'm a JC student. Grades H2/H1 ABB/BBC, UAS 80 w/o MT. I applied to NUS Computer Science. I thought with my grades it shouldn't be a problem, but then I'm called up for a discretionary admission interview. It came quite unexpected. Does anyonw knows what's the interview is going to be like? fwah sho satki still need interview?",5.789778705697654
2014,Apitutude|Discretionary,"CaiHongRainx wrote:  Hi guys, I'm a JC student. Grades H2/H1 ABB/BBC, UAS 80 w/o MT. I applied to NUS Computer Science. I thought with my grades it shouldn't be a problem, but then I'm called up for a discretionary admission interview. It came quite unexpected. Does anyonw knows what's the interview is going to be like? Did you apply for DA? like fill up the DA portion",5.647362882948941
2014,Apitutude|Discretionary,"LordKuroda wrote:  Congrats!  Mind sharing more info? What course did you apply for, GPA and L1R4. Thanks! I applied for computing engineering , cgpa 3.75 and l1r4 13 .  no interview/discretionary admission my friend's application is still processing and he applied same course as me, if you don't have it yet, just wait patiently! you will  really, good luck to all of you around.  hope to seeya ",5.496119027343893
2014,Apitutude|Discretionary,"alpha123456 wrote:  I applied for computing engineering , cgpa 3.75 and l1r4 13 .  no interview/discretionary admission my friend's application is still processing and he applied same course as me, if you don't have it yet, just wait patiently! you will  really, good luck to all of you around.  hope to seeya com eng? good luck dude....  enjoy while u can...",5.278236048504202
2014,Apitutude|Discretionary,"Hi guys, I'm a JC student. Grades H2/H1 ABB/BBC, UAS 80 w/o MT. I applied to NUS Computer Science. I thought with my grades it shouldn't be a problem, but then I'm called up for a discretionary admission interview. It came quite unexpected. Does anyonw knows what's the interview is going to be like?",5.244280447575627
2014,Apitutude|Discretionary,arryoyo wrote:  Is there anyone who went for NUS DA interview and got the offer?  Hi! May I know how you come to realise that your NUS interview is granted via discretionary admission route and not the normal non-DA route?,4.29614435628158
2014,Apitutude|Discretionary,blumberbeep wrote:  Hi! May I know how you come to realise that your NUS interview is granted via discretionary admission route and not the normal non-DA route? NUS stated it in the email that was sent to me.,4.174790586357006
2015,Apitutude|Discretionary,"Occifer&Gentleman wrote:  Just thought I should contribute since i benefited from the responses in this thread  Moral of the Story: Know What You Want, NEVER GIVE UP! My Background: Offered NUS Biz this year through 2 rounds of discretionary admissions interviews age: 26, 3rd year applying (Always NUS Biz first choice)  Engineering Dip GPA low 2's, Specialist Dip in events etc GPA 3.4 O Levels: L1R4 21, No A Math or pure sciences SAT Reasoning 1820   I was also shocked at being offered. It really shows that you just need to keep going at it and eventually even the toughest wall will crumble! congrats bro! welcome to NUS Biz get ready ",7.486321220351119
2015,Apitutude|Discretionary,marigoldhl wrote:  overall portfolio only comes into the picture when you apply through discretionary admission... mostly GPAYes. This lor I hope ntu can give me a chance for interview.  But probably no de. Ahhh,4.410415327727275
2015,Apitutude|Discretionary,bluedolph wrote:  does NBS have a igp? Do they look at gpa only or overall portfolio? overall portfolio only comes into the picture when you apply through discretionary admission... mostly GPA,3.553891547685379
2016,Apitutude|Discretionary,"Which university? Which course of study?Aim for a course that best suits you, rather than enrol in the most lucrative one Tan Eng Chye Prof Tan is deputy president (academic affairs) and provost at the National University of Singapore. PUBLISHED 6 HOURS AGOhttp://www.straitstimes.com/singapor...ourse-of-study The university admissions season is in full swing, and this is an exciting time for students in Singapore. The tertiary education landscape here has expanded significantly, and there are now many varied and interesting pathways for students to choose from, from traditional professional degree courses in medicine or engineering, to music and the liberal arts and science. Many parents I met at the National University of Singapore's (NUS) Open Day last month remarked that they are envious of the plethora of choices their children have, and wish to be young once more. Some of you may have secured multiple offers from different universities in Singapore and overseas, and you will have to make an acceptance decision soon. But how should one decide? Every year, the Ministry of Education publishes the employment rates and median starting salaries of fresh graduates of the different degree programmes offered by local universities. I certainly hope students do not make decisions based solely on data obtained through the Graduate Employment Survey (GES). GES data provides an indication of starting salaries. Starting salaries are but a guide; they neither set the course nor determine one's career trajectory or destiny. In this volatile, uncertain, complex and ambiguous or ""Vuca"" world, one cannot predict the future or where the lucrative jobs will be. You would therefore want your university education to equip you with broad-based life skills, and develop you with the flexibility and resilience needed to pick up new knowledge, adapt to new circumstances, and exploit job opportunities across a variety of sectors throughout your lifetime of careers. Another consideration is whether and how the university course adds value to your educational journey. Some students (and parents) may look to university rankings as a measure of the strength of a university department. And there are definitely synergies between research and education. If the university department excels in research, and counts world-leading researchers in the field, it is likely that cutting-edge research will filter through to your learning experience. You will have the opportunity to be taught by highly regarded academics, and there will be plenty of opportunities to conduct research under the who's-who in the field. This is particularly valuable if you have a very strong interest in research or academia. Choosing a university that excels in your area of interest may also open up more specialised opportunities, such as advanced facilities, academic opportunities such as overseas study or research trips, as well as internships and employment opportunities with prestigious organisations in the industry. Beyond academic reputation, your choice of university will also affect your life intellectually, socially and professionally. You should evaluate the entire student experience, and whether it will suit you. Find out if the social setting on campus is what you would want to be part of. NUS has, for example, the Yale-NUS College and the University Town Residential College programmes, which offer an integrated living and learning experience, amid a collegial and intellectually vibrant setting. Another distinctive programme is the NUS Overseas Colleges programme, where students get to live, work and study in an entrepreneurial hub such as Silicon Valley, New York City or Stockholm, taking entrepreneurship classes at a partner university while working in promising entrepreneurial start-ups. All universities have carefully developed their own suite of programmes and it is worth your time and effort to find out what is on offer. Talk to the professors, and to current students. Universities hold Open Days and various outreach sessions where you can visit the campus and get first-hand information. The best-ranked university or the programme that offers you two degrees in the shortest duration may sound attractive, but they may not necessarily be what you are looking for.  Some of you may want an intensely academic experience, and to pick up as many degrees in the shortest possible time. Yet others may prefer to develop a broader range of capabilities, to try out new things, or to pursue more varied experiences. You should aim to identify a university and a course that best suits you, and not simply enrol in the most competitive or lucrative course. After all, you will be spending your next three to four years in this programme. For those of you whose grades may not meet the degree programme's published entry requirements, do not give up. All local universities have discretionary admissions schemes. Last year, NUS interviewed a record 1,600 students under the scheme, and admitted 670 students. This scheme allows universities to assess applicants more holistically, and to consider their passions and attributes such as leadership, resilience or entrepreneurial skills or talent in non-academic areas. The good news is that from the next academic year onwards, NUS, Nanyang Technological University and Singapore Management University can take in more students under the Discretionary Admissions Scheme, from 10 per cent of the annual intake currently, to up to 15 per cent. This will enable more students to enter universities on the basis of their strengths and talents, beyond academic performance. There is no perfect university. What is key is to make a considered decision with the resources and information that are available to you. Your degree should help start you on the journey to where you want to go. The knowledge, experiences and opportunities in your university life should also prepare you for life beyond your degree. As a student in Singapore, you will have up to the beginning of June to decide on your offers from most of the local universities. Whatever you eventually decide on, make the most of your university experience because, for many, it will be the best time of your life.",14.58155705861712
2016,Apitutude|Discretionary,"SINGAPORE: Three of Singapore's autonomous universities are refining the way they admit students under the Discretionary Admissions Scheme, which looks beyond a person's academic achievements. It comes as the universities prepare to take in more students under the scheme, when the current cap of 10 per cent allowed for discretionary admissions goes up to 15 per cent next year. ADVERTISING inRead invented by Teads National University of Singapore (NUS) is offering 7,000 places for the coming academic year, but it has received four times the number of applicants. While it has started handing out offers to those who made the cut based on their grades, about 1,800 students who did not are undergoing interviews to be considered for discretionary admissions this year. NUS has been evaluating and admitting more students under the scheme over the years. Last year, it evaluated 1,600 students, 400 more than 2014. 670 of them got in, 70 more than 2014. With more students expected to be considered for discretionary admissions, the process at NUS may be refined. Said Professor Tan Eng Chye, deputy president of academic affairs at NUS: â€œWe are evolving; for instance, we have gotten alumni to help us with the interviews. I find that very useful because the alumni have a lot of experience in sizing up people and candidates, and they ask very useful questions. â€œWe also provide more data on what to look out for and if the numbers get to be big, we may decide that maybe we can have sort of a test first - not an academic test per se, but perhaps a test to look at other non-academic aspects of that person. It could be an aptitude test.â€ Prof Tan added: â€œExercising flexibility is one aspect; you also have to be fairly sharp on what to look for - it is not simply: 'OK, meet the numbers.' Our interest is to look for attributes of the applicants that would make the student community more interesting, more diversified, and enhance the interaction within the student community. â€œThose who can adequately and can eloquently convey their passions and interests - that would be advantageous. But we also have to look out for students who may not be able to communicate as well, but yet they have the potential for us to groom them to be able graduates.â€ At the Singapore Management University (SMU), discretionary admissions currently form about 5 to 8 per cent of the annual intake. With the higher cap of 15 per cent for such admissions next year, the university will have ""more leeway"" when assessing students. Professor Pang Yang Hoong, vice provost for undergraduate matters and student development at SMU, said: â€œFor SMU, looking at students with other qualifications is not something terribly new because we always been holistic in the way we assess students and their suitability for admission. We will be more flexible. â€œ(We look for) passion, the aptitude for the course for which we are admitting them into. It would also be ideal if students have demonstrated that they are successful to be in time management, that they also possess resilience and the ability to overcome difficult situations. This will help us to assess if that person has got the resilience and the determination to do well in the programme.â€ SMU is expecting more polytechnic graduates to apply through the discretionary route with the cap being raised to 15 per cent of the annual intake. Nanyang Technological University (NTU) will also ""broaden the criteria"", to give more people a shot at securing a place. It will favourably consider those who possess ""enthusiasm and relevant work experience"". Professor Kam Chan Hin, senior associate provost for undergraduate education at NTU, commented: â€œNormally, they will look at other achievements that they have - whether in sports, in arts â€¦ or even if they are very passionate about community service, leadership. So these are the things that we usually look for. â€œWe are going to encourage all the schools to broaden the criteria, to allow more people who have a very strong passion, to be given the opportunity to be interviewed. We should be more adventurous, open it a bit more and ask more questions, outside of the usual parameters, and if you find somebody who is really very interesting and very passionate â€¦ give them a chance.â€ NTU had evaluated 1,400 students under the scheme last year and about 600 were given a place. All three universities said that even as they exercise flexibility, it is still important for students to show that they possess the ""adequate academic competence"" to go through the rigour and demands of a university education.  - CNA/ms",13.30973546626778
2016,Apitutude|Discretionary,"Quote: middleofnowhere wrote: Thanks for the reply! May I know which engineering course that is? My top choice in NTU is sociology, the rest is all engineering.(information, materials, civil, electrical) I think I would be fine with engineering, but still really hoping for sociology. And I know those are the only official methods of application, but if I can somehow highlight my potential to them don't you think it would at least warrant some form of consideration? As Havok_ex pointed out, entry into Sociology may be more competitive with a potentially smaller intake, not to mention candidates possessing better A-Level grades this year.  Even under the discretionary admission scheme, most successful candidates fall short of the 10th percentile by approximately 3 points. So using that as a gauge, a ""safe"" minimum for such a candidate will be around 68.25 (10th percentile for NTU Sociology being 71.25). Hence, unless you had some personal circumstances that explained your results or exemplary non-academic performance, chances of you qualifying for Sociology through Discretionary Admission (and naturally, normal admission) is very low.  You may wish to appeal into engineering courses that are not only closer to your UAS (those ranging in the 60+), but also possess a large intake to raise your chances of admission. If you're determined to get into Sociology, transfers within the university is not impossible either, just incredibly rare. You may also wish to google some sites to guide your appeal process. There's one by Zueet titled ""Rejected and planning your appeal SMU, NTU, NUS or SUTD?"". [I can't post the link here because the forum doesn't allow me to]. Note that the author of the site appealed a total of 18 times over the course of 3 years; but you might fair better since your results are slightly better than his. Good luck ",10.134203235305314
2016,Apitutude|Discretionary,"Insertnamehere wrote:  As Havok_ex pointed out, entry into Sociology may be more competitive with a potentially smaller intake, not to mention candidates possessing better A-Level grades this year.  Even under the discretionary admission scheme, most successful candidates fall short of the 10th percentile by approximately 3 points. So using that as a gauge, a ""safe"" minimum for such a candidate will be around 68.25 (10th percentile for NTU Sociology being 71.25). Hence, unless you had some personal circumstances that explained your results or exemplary non-academic performance, chances of you qualifying for Sociology through Discretionary Admission (and naturally, normal admission) is very low.  You may wish to appeal into engineering courses that are not only closer to your UAS (those ranging in the 60+), but also possess a large intake to raise your chances of admission. If you're determined to get into Sociology, transfers within the university is not impossible either, just incredibly rare. You may also wish to google some sites to guide your appeal process. There's one by Zueet titled ""Rejected and planning your appeal SMU, NTU, NUS or SUTD?"". [I can't post the link here because the forum doesn't allow me to]. Note that the author of the site appealed a total of 18 times over the course of 3 years; but you might fair better since your results are slightly better than his. Good luck Thank you very much for the informative insight. It is very upsetting news, but necessary for me to accept nonetheless. May I know what is your source for the reduced intake size? And I assume it's not encouraged for me to appeal for sociology if I get rejected?",9.805778118258887
2016,Apitutude|Discretionary,"Hybridhades wrote:  Hi, what's my chances of entering NUS Comp Sci? Really sad that this year comp sci igp went up from 3.65 to 3.74  L1R4: 20 GPA: 3.7/4 School: Temasek Polytechnic Course: Diploma in Information Technology Maths: No Amaths I have a good record of CCA and have taken up multiple positions in different clubs. Got second place in a national competition before. Do I stand a chance for DA even if direct admission didn't go through? MrSinkie95 wrote:  just try, no definite answer. I have a more definite answer. You stand 0% chance under regular admission, as Additional Mathematics is a STRICT PRE-REQUISITE to NUS Computer Science. HOWEVER, you may still apply and be considered under Discretionary Admission.  Please refer to this link for more information:http://www.nus.edu.sg/oam/apply/loca...p/temasek.htmlQuote:  v) Applicants who do not fulfil the requirements listed in (i), (ii), (iii) and (iv) may still submit an application to be considered for the courses. They will be assessed based on their polytechnic results and other additional results/ certificates presented under the Discretionary Admissions (DA) section. The University may evaluate these applicants on a case-by-case basis. Shortlisted applicants may be required to attend an admissions interview under the discretion of the School of Computing. ",9.434251189812834
2016,Apitutude|Discretionary,"L0sts0ul234 wrote:  Have anyone been to a discretionary admission interview? How would it be like? Hi  I went for NUS PFM DA before. Basically it was a short 10 to 15 mins interview for me. The first thing they asked was why I chose it. For me, PFM was one of my last few choices.. I think the 4th? I explained that it was because of its practicality and stuff. Then they asked how much I know about the course etc and why I chose to put it higher up compared to RE (my 5th choice). They also discussed about like my other choices for other universities. Like erm if they offer me and then NTU offered me my choice, would i choose PFM or NTU Econs (my 1st choice). At that point in time I had decided NTU econs wasnt for me la, so I just said truthfully that yeah I would take PFM. Then they asked whether I had any questions about the course etc. The interviewers (there were 3) quite friendly. The prof, asst prof and one more was the one who sent me the email for the DA interview. Most of the time the prof was the one asking, while the rest took down notes or something...??  I went for this on 20 May. Then on 27 May i received the offer. I not sure why i was given the opportunity in the first place cause my DA also not v outstanding. They also didnt mention what i wrote for the achievements part... From what I heard from my other friends who went for DA interviews as well, they also got discuss how they can contribute and study hard even though a level results not exactly ideal Anyways... i accepted the pfm offer, but 2nd acceptance window came and NTU offered me PPGA so I took that instead....hahah. If you are going for your DA good luck!",9.214709694117683
2016,Apitutude|Discretionary,"Hybridhades wrote:  Hi, what's my chances of entering NUS Comp Sci? Really sad that this year comp sci igp went up from 3.65 to 3.74  L1R4: 20 GPA: 3.7/4 School: Temasek Polytechnic Course: Diploma in Information Technology Maths: No Amaths I have a good record of CCA and have taken up multiple positions in different clubs. Got second place in a national competition before. Do I stand a chance for DA even if direct admission didn't go through? ChocolateCat wrote:  I have a more definite answer. You stand 0% chance under regular admission, as Additional Mathematics is a STRICT PRE-REQUISITE to NUS Computer Science. HOWEVER, you may still apply and be considered under Discretionary Admission.  Please refer to this link for more information:http://www.nus.edu.sg/oam/apply/loca...p/temasek.htmlWhat chocolatecat said is true. If no A Math, u might be interviewed. That again does not guarantee anything. chance is very slim. And even if you do get com sci. your life in NUS CS will be hell due to your weak math foundation. NUS CS is not all about coding... math is pretty much 50% of the whole course.",8.990794987209682
2016,Apitutude|Discretionary,"middleofnowhere wrote:  Hi all, if I did not fare well for A-levels, is there any way(appeal, personal letter?) I can use my stellar academic history to my advantage in getting into university? By that I refer to past scholarships, being from ""elite"" schools, IP track, qualifying for 4H2s etc. I know some may find it unfair towards students who worked hard to get a good A-level cert despite their history, but if I'm not wrong, poly students are considered for their O level results as well right? I'm not even eyeing the competitive courses, just desperate to get into local uni ): My RP is only 67.5 Sorry to burst your bubble, but 'past scholarships', 'being from ""elite"" schools', 'IP track' and 'qualifying for 4H2s' were merely rewards for your past academic achievements in the PSLE. It's a one-time ticket only. If the ""stellar academic achievements"" you're referring to are Olympiad medals, or some form of prestigious international award, then you may wish to consider applying via Discretionary Admissions. The local university admissions criteria is simple. JC/IP students apply with their A level certification. Your score of 67.5 should safely qualify you for (based on the 2015/2016 IGP): NTU EEE (65) NTU Mechanical Engineering (66.25) NTU Physics/Applied Physics (63.75) NTU ADM (65) You may also consider the following courses: NUS Nursing (68.75) NTU Engineering (Common) (68.75) NTU Civil Engineering (68.75) NTU Materials Engineering (68.75) NTU Information Engineering and Media (68.75) NTU Chinese (68.75) SMU Information Systems (70) Hope this helps.",8.823814117511239
2016,Apitutude|Discretionary,"meowyy wrote:  Sorry to burst your bubble, but 'past scholarships', 'being from ""elite"" schools', 'IP track' and 'qualifying for 4H2s' were merely rewards for your past academic achievements in the PSLE. It's a one-time ticket only. If the ""stellar academic achievements"" you're referring to are Olympiad medals, or some form of prestigious international award, then you may wish to consider applying via Discretionary Admissions. The local university admissions criteria is simple. JC/IP students apply with their A level certification. Your score of 67.5 should safely qualify you for (based on the 2015/2016 IGP): NTU EEE (65) NTU Mechanical Engineering (66.25) NTU Physics/Applied Physics (63.75) NTU ADM (65) You may also consider the following courses: NUS Nursing (68.75) NTU Engineering (Common) (68.75) NTU Civil Engineering (68.75) NTU Materials Engineering (68.75) NTU Information Engineering and Media (68.75) NTU Chinese (68.75) SMU Information Systems (70) Hope this helps.  Surviving in IP track, maintaining scholarship(can be revoked) and qualifying for 4H2s are not due to psle, but through sustained results in secondary school. But okay, I want to move on from this topic pls xD And it definitely helps, I appreciate it greatly  Unfortunately those that I ""safely qualify"" for are unlikely to offer me closure. Would consider appealing for information engineering and media but the intake is so small..and haven't heard back at all from SMU, why?? ):",8.48905467360079
2016,Apitutude|Discretionary,"Telomeresis wrote:  Hi everyone, I understand that NUS' Computer Science course requires a polytechnic student to have either: 1. Taken Additional Maths as an O-Level Subject 2. Taken 3 diploma-plus Math modules I'm a polytechnic student, and as I haven't taken any of those, I've asked around a bit (went to speak with some of the NUS lecturers too) and I've been directed to apply via Discretionary Admission. Is there anyone who can shed some light on this? I've tried snooping around the forums for details, but I haven't been able to find more about it. (Would appreciate if you could direct me to a post that explains about this) I'm curious to know more about it (E.g. how it usually goes for these applicants, how hard it is/how it easy it is, etc...). My apologies in advance if I'm posting this in the wrong section >< If you do not fulfill any of the above, I recommend that you should stay away from computer science. you will most likely suffer. As a senior in NUS who helps out in poly refresher workshop, I think I have seen enough poly students struggling with math in uni.",8.423823620062874
2017,Apitutude|Discretionary,"for those still asking about whether they can get. here is a good compilation. it's definitely not cut-off so don't be disheartened. this is based on offers.marigoldhl wrote:  All admission related questions specifically related to AY2017/18 (NUS, NTU and SMU only) are welcome in this thread. Ask away! Create a HWZ account if you need to ask a question or to contribute to the discussion.For other universities e.g. SUTD, SIT and UniSIM/SUSS, please look up for their respective threads in the Degree subforum. ----------IGP AY2016/17 (updated 3 Jan 2017)Historical IGP Freshmen AY2008/09 to AY2016/17 for both A Level (in numerical rank points) and Poly applicants (in CGPA)https://docs.google.com/spreadsheets...T7nLKc/pubhtmlHistorical GES Class of 2008 to 2016https://docs.google.com/spreadsheets...kYuPc8/pubhtmlOfficial IGPs for AY2016/17 batchNUS:http://www.nus.edu.sg/oam/gradeprofi...ramme-igp.htmlNTU:http://www3.ntu.edu.sg/oad2/website_...GP/NTU_IGP.pdfSMU:http://admissions.smu.edu.sg/admissi...e-profiles-igp ---------- DO EXPECT FIERCER COMPETITION FOR VACANCIES; WITH EFFECT FROM AY2017/18, DISCRETIONARY ADMISSION RATE WILL BE RAISED FROM 10% TO 15% (Source) ----------For rating of chances/ posting of offers, please state:Poly - CGPA (5th/6th sem) - O Level L1R4 (raw score). If from PFP/ITE, state N Level results and PFP/ITE GPA - Current poly and course - Target uni course - Singaporean/PR/Foreigner (Foreigners have a harder chance of entering local universities due to 18% foreigner quota) - Target uni course/ Uni and course offer received/ rejected (if any, indicate all choices)A Level - Grade profile (H2-H2-H2/H1-GP-PW+(H)MT) - Total rank point - Singaporean/PR/Foreigner - Target uni course/ Uni and course offer received/ rejected (if any, indicate all choices) If applying for DA, do state CCA and achievements as wellAll confirmed admission results (from this year's admission exercise, whether offered or rejected) posted on this thread will be used to compile the Appeal Chance Rater. To post your offers/ rejections, please include your rank points/ GPA and raw L1R4 in the format above. Thank you for your help. -------------------- Application Period: SMU until 26 March 2359h -------------------- May the odds be ever in your favour.",11.581890118232998
